"ORIGINAL_ITEM_TEXT","FIDO","FIDO_DESCRIPTION","BRAND_ID","BRAND_NAME","BUSINESS_ID","BUSINESS_NAME","CATEGORY_ID","CATEGORY_NAME","CATEGORY_ID_HIERARCHY","CATEGORY_NAME_HIERARCHY"
"kras cream corn","c9ab421e-7079-43eb-b232-1c505ba358b6","Cream Style Corn","ck08gjq5ip7somuba7bg","KRASDALE","64dce6a90f7bcff9fa5d3d39","KRASDALE FOODS INC","1424fd88-9bac-47bb-9f5d-022a1ce9b9c4","Corn","34415ca7fa1746c29f06a009c58af79f.ef70e81ce88f419c9cb4c008ae0eb29a.1424fd889bac47bb9f5d022a1ce9b9c4","Pantry > Packaged Vegetables > Corn"
"HYV CUT GOLDEN CORN","63941ce1-a3ce-4245-9c72-6e3adf23b870","Whole Kernel Golden Corn","cjobip97msfcokli9ea0","Hy-Vee","64dce65b6db980351a15ff6a","HYVEE INC","1424fd88-9bac-47bb-9f5d-022a1ce9b9c4","Corn","34415ca7fa1746c29f06a009c58af79f.ef70e81ce88f419c9cb4c008ae0eb29a.1424fd889bac47bb9f5d022a1ce9b9c4","Pantry > Packaged Vegetables > Corn"
"Waterloo Sparkling Water, Orange Vanilla Naturally Flavored, 12 Fl Oz Cans (Pack of 12) - Zero Calories and Zero Sugar or Sweeteners of Any Kind","d227a1fd-e843-44d0-b08e-1e9b03ffb37d","Waterloo Orange Vanilla Sparkling Water - 12 Pk Cans - 12 Oz","cjn2i297msfcon4djing","Waterloo","64ee28d66d218af5944d5ed0","Waterloo","14574b88-59ff-4ba9-86cd-c74813e66139","Flavored Sparkling Water","841401c766854ce69aceccf3603fa69b.aecbba3a79584b788a939215b963e9a7.3612736dc6a14ee6b61880b304527c7d.14574b8859ff4ba986cdc74813e66139","Beverages > Water > Sparkling Water > Flavored Sparkling Water"
"sparkling ice black raspberry 17 fo","fd039885-3509-4d20-8a24-de75cdd6bce0","Sparkling Ice Black Raspberry - 17 Fl Oz","cjoct117msfcorl0jln0","Sparkling Ice","651309f9bd6ee9512b2137a3","Talking Rain Beverage Company","14574b88-59ff-4ba9-86cd-c74813e66139","Flavored Sparkling Water","841401c766854ce69aceccf3603fa69b.aecbba3a79584b788a939215b963e9a7.3612736dc6a14ee6b61880b304527c7d.14574b8859ff4ba986cdc74813e66139","Beverages > Water > Sparkling Water > Flavored Sparkling Water"
"poland spring water 16.9oz bottle deposit","16f85c8f-8efc-4cba-ba99-4520262bcbaa","Plnd Spr Crbn Dxd Asrtd Sprk Sprn Wtr Btl-16.9 Oz","clmvumcqhg1soqvfrgu0","Poland Spring","656dfef1c7394df585b27192","BlueTriton Brands","14574b88-59ff-4ba9-86cd-c74813e66139","Flavored Sparkling Water","841401c766854ce69aceccf3603fa69b.aecbba3a79584b788a939215b963e9a7.3612736dc6a14ee6b61880b304527c7d.14574b8859ff4ba986cdc74813e66139","Beverages > Water > Sparkling Water > Flavored Sparkling Water"
"ps lemon 33.8z","81485e20-e888-407f-906d-1854af861e5b","Poland Spring Sparkling Natural Spring Water Flavored-33.8 Oz","clmvumcqhg1soqvfrgu0","Poland Spring","656dfef1c7394df585b27192","BlueTriton Brands","14574b88-59ff-4ba9-86cd-c74813e66139","Flavored Sparkling Water","841401c766854ce69aceccf3603fa69b.aecbba3a79584b788a939215b963e9a7.3612736dc6a14ee6b61880b304527c7d.14574b8859ff4ba986cdc74813e66139","Beverages > Water > Sparkling Water > Flavored Sparkling Water"
"yerbae enrg watrmln straw 16z","52af75b3-92b4-44c7-ad97-4d15a4ff8556","Yerbae Energy Drink - 16 Fl Oz","cq2n1lnkgvjd7ogfofg0","YERBAE","6682d952946c79f699e73eb8","YERBAE LLC","14574b88-59ff-4ba9-86cd-c74813e66139","Flavored Sparkling Water","841401c766854ce69aceccf3603fa69b.aecbba3a79584b788a939215b963e9a7.3612736dc6a14ee6b61880b304527c7d.14574b8859ff4ba986cdc74813e66139","Beverages > Water > Sparkling Water > Flavored Sparkling Water"
"hals blk chry20z","1e7e9eef-6cab-46c2-95f0-c09d4ee52f47","Hal's New York Black Cherry Seltzer Water 20-oz","cq2mv8vkgvjcdnsnfc80","HALS NEW YORK","6682d7d97187dd5e2baed4ae","HALS BVRG LLC","14574b88-59ff-4ba9-86cd-c74813e66139","Flavored Sparkling Water","841401c766854ce69aceccf3603fa69b.aecbba3a79584b788a939215b963e9a7.3612736dc6a14ee6b61880b304527c7d.14574b8859ff4ba986cdc74813e66139","Beverages > Water > Sparkling Water > Flavored Sparkling Water"
"Bubly Sparkling Water, Mango, 12 Fl Oz (pack of 8)","886ff255-2323-41ad-92a6-2ebd123350bb","Bubly Sparkling Water Mango - 8 Pack - 12 Fl Oz","5d66d9016d5f3b6188d4f04a","Bubly Sparkling Water","5332f5fbe4b03c9a25efd0ba","Pepsico","14574b88-59ff-4ba9-86cd-c74813e66139","Flavored Sparkling Water","841401c766854ce69aceccf3603fa69b.aecbba3a79584b788a939215b963e9a7.3612736dc6a14ee6b61880b304527c7d.14574b8859ff4ba986cdc74813e66139","Beverages > Water > Sparkling Water > Flavored Sparkling Water"
"liquid death convctd mln 19.2z","551a603d-8d6e-46ef-be43-c84bcd654ab6","Liquid Death Killer Cola - 19.2 Oz","ciosj7mugomcou74iesg","Liquid Death","64b1c907d15977fb4ddc1dfa","Liquid Death","14574b88-59ff-4ba9-86cd-c74813e66139","Flavored Sparkling Water","841401c766854ce69aceccf3603fa69b.aecbba3a79584b788a939215b963e9a7.3612736dc6a14ee6b61880b304527c7d.14574b8859ff4ba986cdc74813e66139","Beverages > Water > Sparkling Water > Flavored Sparkling Water"
"liqwid death berry alive 19.2z","d6f126a9-60ea-43a8-bc35-fd01af636a00","Liquid Death Berry It Alive Flavored Sparkling Water - 19.2 Fl Oz","ciosj7mugomcou74iesg","Liquid Death","64b1c907d15977fb4ddc1dfa","Liquid Death","14574b88-59ff-4ba9-86cd-c74813e66139","Flavored Sparkling Water","841401c766854ce69aceccf3603fa69b.aecbba3a79584b788a939215b963e9a7.3612736dc6a14ee6b61880b304527c7d.14574b8859ff4ba986cdc74813e66139","Beverages > Water > Sparkling Water > Flavored Sparkling Water"
"pe?afiel mex limonada 2 lt","8c7c286a-105a-4b72-90d0-9a8d0a4cbec9","Pnfl Crbn Wtr Drnk Btl-67.2oz","clagubogv20somtk5cig","Penafiel","641dcce8185e0e4c9fe147a0","Keurig Dr Pepper","14574b88-59ff-4ba9-86cd-c74813e66139","Flavored Sparkling Water","841401c766854ce69aceccf3603fa69b.aecbba3a79584b788a939215b963e9a7.3612736dc6a14ee6b61880b304527c7d.14574b8859ff4ba986cdc74813e66139","Beverages > Water > Sparkling Water > Flavored Sparkling Water"
"POLAR GING LIM MUL","6eef8501-69f9-4aa4-a362-cabf284fe87f","Polar Ginger Lime Mule Seltzer Sparkling Water","cnj08ekk3a5comkse0sg","Polar","641dcce8185e0e4c9fe147a0","Keurig Dr Pepper","14574b88-59ff-4ba9-86cd-c74813e66139","Flavored Sparkling Water","841401c766854ce69aceccf3603fa69b.aecbba3a79584b788a939215b963e9a7.3612736dc6a14ee6b61880b304527c7d.14574b8859ff4ba986cdc74813e66139","Beverages > Water > Sparkling Water > Flavored Sparkling Water"
"hyv slcd mushroom","a7633628-e990-46e0-9d47-3007a8f0fe63","Sliced Mushrooms","cjobip97msfcokli9ea0","Hy-Vee","64dce65b6db980351a15ff6a","HYVEE INC","1475a647-3814-4867-a161-adbdc8903bc0","Mushrooms","34415ca7fa1746c29f06a009c58af79f.ef70e81ce88f419c9cb4c008ae0eb29a.1475a64738144867a161adbdc8903bc0","Pantry > Packaged Vegetables > Mushrooms"
"ACDelco Silver 18A1627A Rear Disc Brake Rotor","0748ba12-a1d1-432d-9990-ca09da5fb71d","Acdelco Rear Disc Brake Rotor","cjobfa97msfcoktpj7m0","ACDELCO","64dce626face15d58731f634","GM CUSTOMER CARE AND AFTERSALES","16d69532-7bba-46ff-b9b6-9a68b7e875ea","Motor Vehicle Parts","b81d3e97d2eb44ab9194a856b8fa1d2a.16d695327bba46ffb9b69a68b7e875ea","Vehicles & Parts > Motor Vehicle Parts"
"SYLVANIA 3157NA Long Life Mini Bulb - Amber Automotive Light Bulb - Car Signal, Ideal for Parking, Side Marker & Turn Signal Applications - 2 Bulbs","0508ecb0-7311-45dd-8806-ad2ac3c88b4a","Sylvania 3157a Long Life Mini Bulb - 2 Pack","cjod1j97msfcol6irrjg","SYLVANIA","6765b24140106fb85c9b1c32","OSRAM SYLVANIA Inc.","16d69532-7bba-46ff-b9b6-9a68b7e875ea","Motor Vehicle Parts","b81d3e97d2eb44ab9194a856b8fa1d2a.16d695327bba46ffb9b69a68b7e875ea","Vehicles & Parts > Motor Vehicle Parts"
"nacho cheese bugle","51067db9-f401-4252-b70f-edd77d5ccd04","Bugles Nacho Cheese Crispy Corn Snacks","5332f789e4b03c9a25efd12c","Bugles","5332f5f3e4b03c9a25efd0ae","General Mills","16d8cfaa-51bc-4ae3-b5ae-e66f434df5b7","Corn Chips","e79009b2dadc47299361705972daca86.c7f51b3ac2a6481893cf9cfbd58c2622.16d8cfaa51bc4ae3b5aee66f434df5b7","Snacks > Chips > Corn Chips"
"fritos flm hot 9.2","979c2f0c-f77f-4eb0-b36f-0ceb81f18f81","FRITOS FLAMIN HOT","585a965be4b03e62d1ce0e7c","Fritos","5332f5fbe4b03c9a25efd0ba","Pepsico","16d8cfaa-51bc-4ae3-b5ae-e66f434df5b7","Corn Chips","e79009b2dadc47299361705972daca86.c7f51b3ac2a6481893cf9cfbd58c2622.16d8cfaa51bc4ae3b5aee66f434df5b7","Snacks > Chips > Corn Chips"
"Fritos Corn Chips, Original, 1 Ounce (Pack of 40)","a899161d-1029-4f47-8887-2f6e09d2b3dd","Fritos Original Corn Chips - 1 Ounce - Pack Of 40","585a965be4b03e62d1ce0e7c","Fritos","5332f5fbe4b03c9a25efd0ba","Pepsico","16d8cfaa-51bc-4ae3-b5ae-e66f434df5b7","Corn Chips","e79009b2dadc47299361705972daca86.c7f51b3ac2a6481893cf9cfbd58c2622.16d8cfaa51bc4ae3b5aee66f434df5b7","Snacks > Chips > Corn Chips"
"frito rg crnchp 3.375z","d3a6fc54-fe33-4f44-a5fd-d6b3cc10eeab","Fritos Original Corn Chip Bag-3.375 Oz","585a965be4b03e62d1ce0e7c","Fritos","5332f5fbe4b03c9a25efd0ba","Pepsico","16d8cfaa-51bc-4ae3-b5ae-e66f434df5b7","Corn Chips","e79009b2dadc47299361705972daca86.c7f51b3ac2a6481893cf9cfbd58c2622.16d8cfaa51bc4ae3b5aee66f434df5b7","Snacks > Chips > Corn Chips"
"fritos xl bbq - for 9.2","e3cc78b4-478c-436a-a396-03955a4cc90b","FRITOS 5.5 OZ OR LARGER MULTI SERVE","585a965be4b03e62d1ce0e7c","Fritos","5332f5fbe4b03c9a25efd0ba","Pepsico","16d8cfaa-51bc-4ae3-b5ae-e66f434df5b7","Corn Chips","e79009b2dadc47299361705972daca86.c7f51b3ac2a6481893cf9cfbd58c2622.16d8cfaa51bc4ae3b5aee66f434df5b7","Snacks > Chips > Corn Chips"
"cv original chips","efc67017-1f28-4021-a56e-ebaf597799e9","Original Corn Chips","ck08dfi5ip7som1ts2p0","Clover Valley","63d82dbb405d7796769840d5","Dollar General","16d8cfaa-51bc-4ae3-b5ae-e66f434df5b7","Corn Chips","e79009b2dadc47299361705972daca86.c7f51b3ac2a6481893cf9cfbd58c2622.16d8cfaa51bc4ae3b5aee66f434df5b7","Snacks > Chips > Corn Chips"
"turtlechip corn (wg)","e3578f74-78c0-45da-8e63-e57172be7dad","Turtle Chips- Sweet Corn Flavor","ctdon6fkgvjd37jbahp0","TURTLE CHIPS","675b8836869bfdb6c8b64e8f","Orion Foods USA Corp","16d8cfaa-51bc-4ae3-b5ae-e66f434df5b7","Corn Chips","e79009b2dadc47299361705972daca86.c7f51b3ac2a6481893cf9cfbd58c2622.16d8cfaa51bc4ae3b5aee66f434df5b7","Snacks > Chips > Corn Chips"
"la yogurt yogurt peach 60z","53459893-f767-45fe-8ff9-a91e20844264","La Yogurt Peach Yogurt Individual-6oz","cq2ma3nkgvjcfme2rcog","LA YOGURT","66269a2e6e93f18453eef902","Johanna Foods, Inc","1788cdbc-7d44-4f33-9a43-a06b5da332bc","Traditional Yogurt","4b14a562d5674e408042561f4556fd4c.e246975c322e4e31aa4ba22eabe581d1.1788cdbc7d444f339a43a06b5da332bc","Dairy > Yogurt > Traditional Yogurt"
"KITE HILL Plain Unsweetened Greek Almond Yogurt, 5.3 OZ","ad53b1cf-6e13-4ce7-8c6b-a125a31f643f","Kite Hill Plain Yogurt - 5.3 Oz","cq2mvkfkgvjd631nq27g","KITE HILL","6682d818a1917bda3f8dd2d9","LYRICAL FOODS INC","1788cdbc-7d44-4f33-9a43-a06b5da332bc","Traditional Yogurt","4b14a562d5674e408042561f4556fd4c.e246975c322e4e31aa4ba22eabe581d1.1788cdbc7d444f339a43a06b5da332bc","Dairy > Yogurt > Traditional Yogurt"
"Yoplait Low Fat Original Smooth Style Vanilla Yogurt Tub (32 oz) (Dairy & Eggs)","6ba7587c-b4ad-4d40-8c9a-e0e2fe5f179e","Low Fat Smooth Style Vanilla Yogurt-2 Lb","5daf693c1dda2c3e1416ae9d","Yoplait","5332f5f3e4b03c9a25efd0ae","General Mills","1788cdbc-7d44-4f33-9a43-a06b5da332bc","Traditional Yogurt","4b14a562d5674e408042561f4556fd4c.e246975c322e4e31aa4ba22eabe581d1.1788cdbc7d444f339a43a06b5da332bc","Dairy > Yogurt > Traditional Yogurt"
"ypl drig orng cr","f7227f3d-4ddf-4f77-846f-4c08aaa02c11","Yoplait ORIGINAL YOGURT","5daf693c1dda2c3e1416ae9d","Yoplait","5332f5f3e4b03c9a25efd0ae","General Mills","1788cdbc-7d44-4f33-9a43-a06b5da332bc","Traditional Yogurt","4b14a562d5674e408042561f4556fd4c.e246975c322e4e31aa4ba22eabe581d1.1788cdbc7d444f339a43a06b5da332bc","Dairy > Yogurt > Traditional Yogurt"
"dan van 21.20z","387f1cbf-219f-44b6-84e1-f2c3b8004fec","Vanilla Yogurt Cultured Ultra Filtered Non Fat Milk","cjoaqih7msfcogq8je6g","Dannon","64887bc5b016b38e9c30f743","DANONE","1788cdbc-7d44-4f33-9a43-a06b5da332bc","Traditional Yogurt","4b14a562d5674e408042561f4556fd4c.e246975c322e4e31aa4ba22eabe581d1.1788cdbc7d444f339a43a06b5da332bc","Dairy > Yogurt > Traditional Yogurt"
"Campbell's Beef Gravy, 10.5 oz","a7a658b1-3e95-4dc4-8b33-f58361e9bbf3","Campbells Beef Gravy - 10.5 Oz","5a8c2f7ce4b0ccf165fac9e3","Campbell's Soups","5a734034e4b0d58f376be874","Campbell Soup Company","17ea1ea2-8709-48ff-85d9-db2d02d088d5","Gravy","34415ca7fa1746c29f06a009c58af79f.e88983eb6ae940e697a9e77a2294c3fe.17ea1ea2870948ff85d9db2d02d088d5","Pantry > Sauces & Marinades > Gravy"
"Signature SELECT Gravy Mix Au Jus - 1 Oz","8797873b-bde7-4b75-a5c4-b83e90b156d4","Signature Select Gravy Mix Au Jus - 1 Oz","cjocsnp7msfd70c5t2t0","SIGNATURE SELECT","5fc90c54ac99f076f08267c2","Albertsons Companies","17ea1ea2-8709-48ff-85d9-db2d02d088d5","Gravy","34415ca7fa1746c29f06a009c58af79f.e88983eb6ae940e697a9e77a2294c3fe.17ea1ea2870948ff85d9db2d02d088d5","Pantry > Sauces & Marinades > Gravy"
"Esskay Creamed Chipped Beef, 11 oz","92304cec-1fe5-47c9-be14-20760d053444","Esskay Creamed Chipped Beef - 11 Oz","cq2mus7kgvjd7u9lju6g","ESSKAY","6682d79aabae1bfef979200f","ESSKAY INC","17eb24ef-9beb-4d5a-a911-82b65668a4f7","Microwavable Entrees","34415ca7fa1746c29f06a009c58af79f.1880d71383b14d4580d64d0129d7b758.17eb24ef9beb4d5aa91182b65668a4f7","Pantry > Packaged Meals & Sides > Microwavable Entrees"
"Just Crack an Egg Egg Breakfast Bowl Kit, for a Low Carb Lifestyle (3 oz)","6fb772fb-79cb-4fd7-9a36-bf882915f30d","Just Crack An Egg Low Carb Denver Scramble Kit Breakfast Bowl Cup - 3 Oz","5aa1b53ae4b086c8aad5e097","Just Crack an Egg","559c2234e4b06aca36af13c6","KraftHeinz","17eb24ef-9beb-4d5a-a911-82b65668a4f7","Microwavable Entrees","34415ca7fa1746c29f06a009c58af79f.1880d71383b14d4580d64d0129d7b758.17eb24ef9beb4d5aa91182b65668a4f7","Pantry > Packaged Meals & Sides > Microwavable Entrees"
"wawa strawberry lemonade 16","6e66e27a-6cae-4108-94da-40d3c17a3fa1","Wawa Wawa Lemonade From Concentrate Strawberry 16 Oz","cl20plggv20sommkq1cg","Wawa","65440b416f9f001abe3c956a","Wawa","1840f01f-ed99-40f4-853f-2af61bcf8a1b","Lemonade & Limeade","841401c766854ce69aceccf3603fa69b.87459c516dc140649fb451e399187f2c.1840f01fed9940f4853f2af61bcf8a1b","Beverages > Fruit & Vegetable Juices > Lemonade & Limeade"
"dole straw lemonade pet 20z misi shave gel120z","40a6a4f3-7217-4876-b8bc-ed5b47bff849","DOLE 20 OZ OR SMALLER SINGLE SERVE","585a9653e4b03e62d1ce0e7b","Dole Lemonade","5332f5fbe4b03c9a25efd0ba","Pepsico","1840f01f-ed99-40f4-853f-2af61bcf8a1b","Lemonade & Limeade","841401c766854ce69aceccf3603fa69b.87459c516dc140649fb451e399187f2c.1840f01fed9940f4853f2af61bcf8a1b","Beverages > Fruit & Vegetable Juices > Lemonade & Limeade"
"minute mat* lemonade 59oz.","1bac0abd-8fa1-4f78-9200-256fa6ad8460","Minute Maid Lemonade - 59 Fl Oz","5332f5f5e4b03c9a25efd0b1","Minute Maid","61dc4a3b5806c5140572e820","The Coca-Cola Company","1840f01f-ed99-40f4-853f-2af61bcf8a1b","Lemonade & Limeade","841401c766854ce69aceccf3603fa69b.87459c516dc140649fb451e399187f2c.1840f01fed9940f4853f2af61bcf8a1b","Beverages > Fruit & Vegetable Juices > Lemonade & Limeade"
"sce chkpc knorr rice","6a47f715-eec4-438d-9560-5899fee59df1","Knorr SIDES","592486bee410d61fcea3d130","Knorr","5332f5f6e4b03c9a25efd0b4","Unilever","1880d713-83b1-4d45-80d6-4d0129d7b758","Packaged Meals & Sides","34415ca7fa1746c29f06a009c58af79f.1880d71383b14d4580d64d0129d7b758","Pantry > Packaged Meals & Sides"
"knorh pasta stue","6a47f715-eec4-438d-9560-5899fee59df1","Knorr SIDES","592486bee410d61fcea3d130","Knorr","5332f5f6e4b03c9a25efd0b4","Unilever","1880d713-83b1-4d45-80d6-4d0129d7b758","Packaged Meals & Sides","34415ca7fa1746c29f06a009c58af79f.1880d71383b14d4580d64d0129d7b758","Pantry > Packaged Meals & Sides"
"knorr pasta s10e","6a47f715-eec4-438d-9560-5899fee59df1","Knorr SIDES","592486bee410d61fcea3d130","Knorr","5332f5f6e4b03c9a25efd0b4","Unilever","1880d713-83b1-4d45-80d6-4d0129d7b758","Packaged Meals & Sides","34415ca7fa1746c29f06a009c58af79f.1880d71383b14d4580d64d0129d7b758","Pantry > Packaged Meals & Sides"
"knorr mexican fifs","6a47f715-eec4-438d-9560-5899fee59df1","Knorr SIDES","592486bee410d61fcea3d130","Knorr","5332f5f6e4b03c9a25efd0b4","Unilever","1880d713-83b1-4d45-80d6-4d0129d7b758","Packaged Meals & Sides","34415ca7fa1746c29f06a009c58af79f.1880d71383b14d4580d64d0129d7b758","Pantry > Packaged Meals & Sides"
"knorr pasta terty","6a47f715-eec4-438d-9560-5899fee59df1","Knorr SIDES","592486bee410d61fcea3d130","Knorr","5332f5f6e4b03c9a25efd0b4","Unilever","1880d713-83b1-4d45-80d6-4d0129d7b758","Packaged Meals & Sides","34415ca7fa1746c29f06a009c58af79f.1880d71383b14d4580d64d0129d7b758","Pantry > Packaged Meals & Sides"
"carrots shredded","c66b5f77-1c2d-4ace-8853-97d3bf3b123c","Carrots","cmjc5msk3a5colegvfl0","Unbranded","65258da79fd71612f696ac0a","Placeholder Manufacturer","18cdd8fa-33f6-4e5d-baef-20b05f27419e","Carrots","34415ca7fa1746c29f06a009c58af79f.ef70e81ce88f419c9cb4c008ae0eb29a.18cdd8fa33f64e5dbaef20b05f27419e","Pantry > Packaged Vegetables > Carrots"
"carrots 1lb","c66b5f77-1c2d-4ace-8853-97d3bf3b123c","Carrots","cmjc5msk3a5colegvfl0","Unbranded","65258da79fd71612f696ac0a","Placeholder Manufacturer","18cdd8fa-33f6-4e5d-baef-20b05f27419e","Carrots","34415ca7fa1746c29f06a009c58af79f.ef70e81ce88f419c9cb4c008ae0eb29a.18cdd8fa33f64e5dbaef20b05f27419e","Pantry > Packaged Vegetables > Carrots"
"ORG CARROT","e0501f43-95eb-4e48-8f9a-1a5f35553e49","Organic Carrots","cmjc5msk3a5colegvfl0","Unbranded","65258da79fd71612f696ac0a","Placeholder Manufacturer","18cdd8fa-33f6-4e5d-baef-20b05f27419e","Carrots","34415ca7fa1746c29f06a009c58af79f.ef70e81ce88f419c9cb4c008ae0eb29a.18cdd8fa33f64e5dbaef20b05f27419e","Pantry > Packaged Vegetables > Carrots"
"org carrots bunch","79b3fa1e-5dcf-40c9-92d1-ba792b9cd9d0","Fresh Organic Carrots Bunch - 1 Ct","cmjc5msk3a5colegvfl0","Unbranded","65258da79fd71612f696ac0a","Placeholder Manufacturer","18cdd8fa-33f6-4e5d-baef-20b05f27419e","Carrots","34415ca7fa1746c29f06a009c58af79f.ef70e81ce88f419c9cb4c008ae0eb29a.18cdd8fa33f64e5dbaef20b05f27419e","Pantry > Packaged Vegetables > Carrots"
"Duck Canvas Scribble Floral Rose Picker Gloves One Size Green - Threshold","05f6e17b-8910-4a46-9a24-66c1a06b7a86","Duck Canvas Scribble Floral Rose Picker Gloves One Size Green","cjod32h7msfcogq8ji30","THRESHOLD","63068f0c2426542ddf3b8e7f","Target Corporation","1aa16857-107c-485c-85e5-352a0d2c1c42","Gloves & Mittens","d94c5525bb3846af8a13e1716396825d.bf2da02e9cdd42b79192390278e514ce.1aa16857107c485c85e5352a0d2c1c42","Apparel & Accessories > Clothing Accessories > Gloves & Mittens"
"jim beam 4 yr 1.75l","1ac48621-ee6d-4944-8445-9bb3ab5d7828","Jim Beam Whiskey 1.75l","cn5po6sk3a5coqkosm3g","Jim Beam","64e8d69d225247eac5bfc415","Suntory Global Spirits","1aa7eaf4-f8d0-43f9-900d-3d21d0a6213d","American Whiskey","6da2ba911f42444fbbd072168cd5135e.2def99839d564872a5b97aa8bbc2331c.337b9384b29c4947b04d1c577d222f81.1aa7eaf4f8d043f9900d3d21d0a6213d","Alcohol > Spirits > Whiskey > American Whiskey"
"irish spring bar aloe 2pk","cd6c77ba-4601-4b6b-9b18-f75d76e2529f","IRISH SPRING BAR SOAP","cknvo0a7fhpd73pab2t0","Irish Spring","6078a51e5d68c81edd113b27","Colgate-Palmolive","1b30acb6-fe87-4e44-9802-f90b2a927f2f","Bar Soap","4846eb89111f4e099ffdb36167cf7a72.47fae3689b6440be82c9898f953e9d66.1b30acb6fe874e449802f90b2a927f2f","Health & Wellness > Bath & Body > Bar Soap"
"DOVE MEN + CARE Cleansing Bar Soap Blood Orange + Sea Salt 4 Bars to Rebuild Skin in the Shower, a 4in1 Hair, Body, Face & Shaving Bar with Plant-Based Cleanser and Natural Oils 5 oz","1106b129-7871-4eff-89cb-6fc0d541cfe8","Dove Men Care Bar Soap Blood Orange Sea Salt - 5 Oz","592486bee410d61fcea3d129","Dove Men+Care","5332f5f6e4b03c9a25efd0b4","Unilever","1b30acb6-fe87-4e44-9802-f90b2a927f2f","Bar Soap","4846eb89111f4e099ffdb36167cf7a72.47fae3689b6440be82c9898f953e9d66.1b30acb6fe874e449802f90b2a927f2f","Health & Wellness > Bath & Body > Bar Soap"
"dove sheabutter bar sop 3.17z","2942b052-6279-4b2e-830c-ef63f6be8d43","Dove Shea Butter Beauty Bar Soap - 3.17 Oz","592486bee410d61fcea3d128","Dove","5332f5f6e4b03c9a25efd0b4","Unilever","1b30acb6-fe87-4e44-9802-f90b2a927f2f","Bar Soap","4846eb89111f4e099ffdb36167cf7a72.47fae3689b6440be82c9898f953e9d66.1b30acb6fe874e449802f90b2a927f2f","Health & Wellness > Bath & Body > Bar Soap"
"safeguard bar begie 4/4oz","1b184b7c-042a-407b-87cd-1514957ea2ec","Safeguard Bar Soap-4oz-4 Count","cjocpnp7msfcol6irqu0","Safeguard","638fa3996cb443bf6ffdfb07","Procter & Gamble","1b30acb6-fe87-4e44-9802-f90b2a927f2f","Bar Soap","4846eb89111f4e099ffdb36167cf7a72.47fae3689b6440be82c9898f953e9d66.1b30acb6fe874e449802f90b2a927f2f","Health & Wellness > Bath & Body > Bar Soap"
"Dial Antibacterial Deodorant Bar Soap, Advanced Clean, Gold, 4 oz, 1 Bar","adeae1fc-e55c-4056-aea2-9ca642fe8831","Dial Antibacterial Deodorant Bar Soap Advanced Clean Gold - 4 Oz - Count Per Pack 1","cjobgt17msfconeelkhg","DIAL","63601461ff2b0b256bc3b9c6","Henkel","1b30acb6-fe87-4e44-9802-f90b2a927f2f","Bar Soap","4846eb89111f4e099ffdb36167cf7a72.47fae3689b6440be82c9898f953e9d66.1b30acb6fe874e449802f90b2a927f2f","Health & Wellness > Bath & Body > Bar Soap"
"oreo choc cakesters 3z","6f266fdb-d5b6-4e52-809b-45d19603eca0","Nabisco Oreo Cakesters Chocolate Snack Cake - 3 Oz",,,,,"1b73d119-48ec-4d6b-97df-f93a9b4f1003","Snack Cakes","e79009b2dadc47299361705972daca86.1b73d11948ec4d6b97dff93a9b4f1003","Snacks > Snack Cakes"
"gv hmy buns","45910f36-5dac-457c-9238-909106777707","Honey Buns","cjm9mb97msfcor1gpn4g","Great Value","63125d262840e263a349c779","Walmart Inc.","1b73d119-48ec-4d6b-97df-f93a9b4f1003","Snack Cakes","e79009b2dadc47299361705972daca86.1b73d11948ec4d6b97dff93a9b4f1003","Snacks > Snack Cakes"
"oreo golden oreo king sz.4z","4b6dbf8e-c4e2-4fcf-8614-25b88dc5b084","Nabisco Golden Oreo Cakesters Soft Snack Cakes","chme083por5cpabh4iig","Oreo","63600764f5f7cc631dcfa0ef","Mondelēz International","1b73d119-48ec-4d6b-97df-f93a9b4f1003","Snack Cakes","e79009b2dadc47299361705972daca86.1b73d11948ec4d6b97dff93a9b4f1003","Snacks > Snack Cakes"
"JACKSONS HONEST CHIPS Sea Salt Avocado Oil Sweet Potato Chips, 5 OZ","54a13e78-a5b0-403d-a397-34e3bf396673","Jackson's Avocado Oil Sweet Potato Chips - 5 Oz","cvjcog7kgvjddbptqe6g","Jackson's Chips","67e6cc232abae7e0c9555e7f","Jackson's Honest","1b7709dc-851f-44bd-a472-197b122fc5c6","Potato Chips","e79009b2dadc47299361705972daca86.c7f51b3ac2a6481893cf9cfbd58c2622.1b7709dc851f44bda472197b122fc5c6","Snacks > Chips > Potato Chips"
"cape cod salt n vinegae 2z","9abd6bbc-40b4-4458-b3b6-0cae0450f3b2","Cape Cod Sea Salt And Vinegar Kettle Cooked Potato Chips - 2 Oz","5afda1dae4b0c11cfecd49f6","Cape Cod","5a734034e4b0d58f376be874","Campbell Soup Company","1b7709dc-851f-44bd-a472-197b122fc5c6","Potato Chips","e79009b2dadc47299361705972daca86.c7f51b3ac2a6481893cf9cfbd58c2622.1b7709dc851f44bda472197b122fc5c6","Snacks > Chips > Potato Chips"
